,forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
17,2023-04-15,t2m,108 hour,7.19102539062499,8.324713584288057,8.324713584288057,9.335478928406964,9.575779626244517
18,2023-04-15,t2m,114 hour,7.19102539062499,8.22996871865266,8.324713584288057,9.084508990318144,9.419135574436572
19,2023-04-15,t2m,120 hour,7.923166023166018,7.923166023166018,8.324713584288057,8.873704563031726,9.084508990318144
20,2023-04-15,wind,6 hour,2.9619817696345105,2.9619817696345105,2.9619817696345105,2.9619817696345105,2.9619817696345105
21,2023-04-15,wind,12 hour,2.9619817696345105,3.5268404556196926,3.5853207547169808,4.087985507246389,4.300537974683545
22,2023-04-15,wind,18 hour,3.206091885692853,4.087985507246389,4.087985507246389,4.555781990521315,5.271274999999998
23,2023-04-15,wind,24 hour,3.1427588339222585,3.1427588339222585,3.1597401764548003,3.967883928571424,4.555781990521315
24,2023-04-15,wind,30 hour,3.1427588339222585,3.1427588339222585,3.967883928571424,3.967883928571424,4.555781990521315
25,2023-04-15,wind,36 hour,3.170866587957499,3.179699186991867,3.179699186991867,3.179699186991867,3.5073470225872634
26,2023-04-15,wind,42 hour,3.170866587957499,3.4217201946472016,3.4217201946472016,3.4217201946472016,3.734992663415469
27,2023-04-15,wind,48 hour,2.899851851851851,3.0081297297297303,3.1767215189873426,3.1767215189873426,4.555781990521315
28,2023-04-15,wind,54 hour,2.965246329960492,3.134077477477476,3.134077477477476,3.166060508609876,3.3778584684524913
29,2023-04-15,wind,60 hour,2.8709258572752514,2.8709258572752514,3.258723383084574,3.258723383084574,3.379537735849056
30,2023-04-15,wind,66 hour,2.790447852760733,2.790447852760733,2.790447852760733,2.9619817696345105,4.076030534351139
31,2023-04-15,wind,72 hour,2.9619817696345105,3.2351463759338226,3.5735716332378056,3.5735716332378056,3.5735716332378056
32,2023-04-15,wind,78 hour,2.3862702702702703,3.093982035928145,3.161000946969696,3.5735716332378056,6.905896739130432
33,2023-04-15,wind,84 hour,2.299044444444446,3.093982035928145,3.5735716332378056,4.076030534351139,4.300537974683545
34,2023-04-15,wind,90 hour,2.299044444444446,3.093982035928145,3.5735716332378056,4.087985507246389,4.498352086957817
35,2023-04-15,wind,96 hour,3.1427588339222585,3.1427588339222585,3.1427588339222585,3.1427588339222585,3.5735716332378056
36,2023-04-15,wind,102 hour,3.1427588339222585,3.1427588339222585,3.1427588339222585,3.1427588339222585,3.1427588339222585
37,2023-04-15,wind,108 hour,2.843872727272727,4.555781990521315,4.555781990521315,4.555781990521315,4.555781990521315
38,2023-04-15,wind,114 hour,3.6768840987188773,4.555781990521315,4.555781990521315,4.555781990521315,5.110289072867293
39,2023-04-15,wind,120 hour,2.8080501193317424,3.1427588339222585,3.1427588339222585,3.1427588339222585,3.967883928571424
40,2023-04-15,precip,6 hour,0.106423841059603,0.106423841059603,0.106423841059603,0.106423841059603,0.3483473735043254
41,2023-04-15,precip,12 hour,0.106423841059603,0.30853139426007814,0.3419951268453463,0.3419951268453463,0.3419951268453463
42,2023-04-15,precip,18 hour,0.31811224489796,0.3419951268453463,0.3419951268453463,0.3419951268453463,0.4036488027366026
43,2023-04-15,precip,24 hour,0.3234858933361219,0.3419951268453463,0.3419951268453463,0.3419951268453463,0.3419951268453463
44,2023-04-15,precip,30 hour,0.3419951268453463,0.3419951268453463,0.3419951268453463,0.3419951268453463,0.7199074074073999
45,2023-04-15,precip,36 hour,0.0771844660194186,0.08274376486682478,0.1894526034712953,0.1894526034712953,0.27309386874807423
46,2023-04-15,precip,42 hour,0.0994216614090433,0.1211598746081511,0.1578770008424602,0.1578770008424602,0.2973768167316554
47,2023-04-15,precip,48 hour,0.31811224489796,0.3209509335649143,0.3419951268453463,0.3419951268453463,0.3419951268453463
48,2023-04-15,precip,54 hour,0.31811224489796,0.3209509335649143,0.3483473735043254,0.3483473735043254,0.3483473735043254
49,2023-04-15,precip,60 hour,0.1113595333981393,0.1587921225382919,0.1587921225382919,0.1587921225382919,0.25732342702472866
50,2023-04-15,precip,66 hour,0.0934267241379314,0.0934267241379314,0.20857006858163057,0.2571825008161909,0.2963841807909616
51,2023-04-15,precip,72 hour,0.12470754086060123,0.3483473735043254,0.3483473735043254,0.3483473735043254,0.43945770449301896
52,2023-04-15,precip,78 hour,0.106423841059603,0.3419951268453463,0.4036488027366026,0.4659090909090915,0.5983906220591011
53,2023-04-15,precip,84 hour,0.10753437183577366,0.1876847290640396,0.1876847290640396,0.4036488027366026,0.4519005260702814
54,2023-04-15,precip,90 hour,0.1876847290640396,0.3419951268453463,0.3419951268453463,0.4036488027366026,2.0946315789473675
55,2023-04-15,precip,96 hour,0.31811224489796,0.3419951268453463,0.5549206349206368,0.5549206349206368,1.0986731061113355
56,2023-04-15,precip,102 hour,0.31811224489796,0.5549206349206368,0.5549206349206368,0.5549206349206368,1.0538167938931329
57,2023-04-15,precip,108 hour,0.1545294635004403,0.7199074074073999,0.7199074074073999,0.7199074074073999,0.7199074074073999
58,2023-04-15,precip,114 hour,0.3020422880690739,0.3419951268453463,0.7199074074073999,0.7199074074073999,0.7199074074073999
59,2023-04-15,precip,120 hour,0.3419951268453463,0.7199074074073999,0.7199074074073999,1.0538167938931329,1.0538167938931329
